"orderNumber","orderDate","requiredDate","shippedDate","status","customerName","contactFirstName","contactLastName","city","state","postalCode","country","creditLimit","employeeFirstName","employeeLastName","officeCity","officeState","officeCountry","officePostalCode","territory","orderLineNumber","productCode","quantityOrdered","priceEach","productName","productScale","buyPrice","productVendor","quantityInStock","productLine"
10299,"2022-05-28","2022-06-07","2022-05-29",Shipped,"Toys of Finland, Co.",Matti,Karttunen,Helsinki,,"21240",Finland,96500.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,5,S50_4713,44,77.29,"2002 Yamaha YZR M1","1:50",34.17,Autoart Studio Design,600,Motorcycles
10299,"2022-05-28","2022-06-07","2022-05-29",Shipped,"Toys of Finland, Co.",Matti,Karttunen,Helsinki,,"21240",Finland,96500.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,6,S24_2360,33,58.87,"1982 Ducati 900 Monster","1:24",47.10,Highway 66 Mini Classics,6840,Motorcycles
10299,"2022-05-28","2022-06-07","2022-05-29",Shipped,"Toys of Finland, Co.",Matti,Karttunen,Helsinki,,"21240",Finland,96500.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,7,S32_4485,38,84.70,"1974 Ducati 350 Mk3 Desmo","1:32",56.13,Second Gear Diecast,3341,Motorcycles
10299,"2022-05-28","2022-06-07","2022-05-29",Shipped,"Toys of Finland, Co.",Matti,Karttunen,Helsinki,,"21240",Finland,96500.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,8,S12_2823,24,123.51,"2002 Suzuki XREO","1:12",66.27,Unimax Art Galleries,9997,Motorcycles
10299,"2022-05-28","2022-06-07","2022-05-29",Shipped,"Toys of Finland, Co.",Matti,Karttunen,Helsinki,,"21240",Finland,96500.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,9,S10_1678,23,76.56,"1969 Harley Davidson Ultimate Chopper","1:10",48.81,Min Lin Diecast,7933,Motorcycles
10299,"2022-05-28","2022-06-07","2022-05-29",Shipped,"Toys of Finland, Co.",Matti,Karttunen,Helsinki,,"21240",Finland,96500.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,10,S24_1578,47,107.07,"1997 BMW R 1100 S","1:24",60.86,Autoart Studio Design,7003,Motorcycles
10299,"2022-05-28","2022-06-07","2022-05-29",Shipped,"Toys of Finland, Co.",Matti,Karttunen,Helsinki,,"21240",Finland,96500.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,11,S10_4698,29,164.61,"2003 Harley-Davidson Eagle Drag Bike","1:10",91.02,Red Start Diecast,5582,Motorcycles
10303,"2022-06-03","2022-06-11","2022-06-06",Shipped,"Iberia Gift Imports, Corp.",JosÃ© Pedro ,Roel,Sevilla,,"41101",Spain,65700.00,Martin,Gerard,Paris,,France,"75017",EMEA,1,S24_3969,24,35.70,"1936 Mercedes Benz 500k Roadster","1:24",21.75,Red Start Diecast,2081,Vintage Cars
10303,"2022-06-03","2022-06-11","2022-06-06",Shipped,"Iberia Gift Imports, Corp.",JosÃ© Pedro ,Roel,Sevilla,,"41101",Spain,65700.00,Martin,Gerard,Paris,,France,"75017",EMEA,2,S18_2248,46,56.91,"1911 Ford Town Car","1:18",33.30,Motor City Art Classics,540,Vintage Cars
10304,"2022-06-08","2022-06-17","2022-06-14",Shipped,Auto AssociÃ©s & Cie.,Daniel ,Tonini,Versailles,,"78000",France,77900.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,1,S700_2824,40,80.92,"1982 Camaro Z28","1:18",46.53,Carousel DieCast Legends,6934,Classic Cars
10304,"2022-06-08","2022-06-17","2022-06-14",Shipped,Auto AssociÃ©s & Cie.,Daniel ,Tonini,Versailles,,"78000",France,77900.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,2,S32_3522,36,52.36,"1996 Peterbilt 379 Stake Bed with Outrigger","1:32",33.61,Red Start Diecast,814,Trucks and Buses
10304,"2022-06-08","2022-06-17","2022-06-14",Shipped,Auto AssociÃ©s & Cie.,Daniel ,Tonini,Versailles,,"78000",France,77900.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,3,S12_1666,39,117.54,"1958 Setra Bus","1:12",77.90,Welly Diecast Productions,1579,Trucks and Buses
10304,"2022-06-08","2022-06-17","2022-06-14",Shipped,Auto AssociÃ©s & Cie.,Daniel ,Tonini,Versailles,,"78000",France,77900.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,4,S18_4668,34,44.27,"1939 Cadillac Limousine","1:18",23.14,Studio M Art Models,6645,Vintage Cars
10304,"2022-06-08","2022-06-17","2022-06-14",Shipped,Auto AssociÃ©s & Cie.,Daniel ,Tonini,Versailles,,"78000",France,77900.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,5,S18_1097,46,106.17,"1940 Ford Pickup Truck","1:18",58.33,Studio M Art Models,2613,Trucks and Buses
10304,"2022-06-08","2022-06-17","2022-06-14",Shipped,Auto AssociÃ©s & Cie.,Daniel ,Tonini,Versailles,,"78000",France,77900.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,6,S10_1949,47,201.44,"1952 Alpine Renault 1300","1:10",98.58,Classic Metal Creations,7305,Classic Cars
10304,"2022-06-08","2022-06-17","2022-06-14",Shipped,Auto AssociÃ©s & Cie.,Daniel ,Tonini,Versailles,,"78000",France,77900.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,7,S18_2949,46,98.27,"1913 Ford Model T Speedster","1:18",60.78,Carousel DieCast Legends,4189,Vintage Cars
10304,"2022-06-08","2022-06-17","2022-06-14",Shipped,Auto AssociÃ©s & Cie.,Daniel ,Tonini,Versailles,,"78000",France,77900.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,8,S18_3136,26,90.06,"18th Century Vintage Horse Carriage","1:18",60.74,Red Start Diecast,5992,Vintage Cars
10304,"2022-06-08","2022-06-17","2022-06-14",Shipped,Auto AssociÃ©s & Cie.,Daniel ,Tonini,Versailles,,"78000",France,77900.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,9,S18_2957,24,54.34,"1934 Ford V8 Coupe","1:18",34.35,Min Lin Diecast,5649,Vintage Cars
10304,"2022-06-08","2022-06-17","2022-06-14",Shipped,Auto AssociÃ©s & Cie.,Daniel ,Tonini,Versailles,,"78000",France,77900.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,10,S24_4258,33,80.83,"1936 Chrysler Airflow","1:24",57.46,Second Gear Diecast,4710,Vintage Cars
10304,"2022-06-08","2022-06-17","2022-06-14",Shipped,Auto AssociÃ©s & Cie.,Daniel ,Tonini,Versailles,,"78000",France,77900.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,11,S18_3320,38,95.24,"1917 Maxwell Touring Car","1:18",57.54,Exoto Designs,7913,Vintage Cars
10304,"2022-06-08","2022-06-17","2022-06-14",Shipped,Auto AssociÃ©s & Cie.,Daniel ,Tonini,Versailles,,"78000",France,77900.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,12,S18_1367,37,46.90,"1936 Mercedes-Benz 500K Special Roadster","1:18",24.26,Studio M Art Models,8635,Vintage Cars
10304,"2022-06-08","2022-06-17","2022-06-14",Shipped,Auto AssociÃ©s & Cie.,Daniel ,Tonini,Versailles,,"78000",France,77900.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,13,S18_1342,37,95.55,"1937 Lincoln Berline","1:18",60.62,Motor City Art Classics,8693,Vintage Cars
10304,"2022-06-08","2022-06-17","2022-06-14",Shipped,Auto AssociÃ©s & Cie.,Daniel ,Tonini,Versailles,,"78000",France,77900.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,14,S18_2795,20,141.75,"1928 Mercedes-Benz SSK","1:18",72.56,Gearbox Collectibles,548,Vintage Cars
10304,"2022-06-08","2022-06-17","2022-06-14",Shipped,Auto AssociÃ©s & Cie.,Daniel ,Tonini,Versailles,,"78000",France,77900.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,15,S24_2022,44,42.11,"1938 Cadillac V-16 Presidential Limousine","1:24",20.61,Classic Metal Creations,2847,Vintage Cars
10304,"2022-06-08","2022-06-17","2022-06-14",Shipped,Auto AssociÃ©s & Cie.,Daniel ,Tonini,Versailles,,"78000",France,77900.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,16,S24_1937,23,29.21,"1939 Chevrolet Deluxe Coupe","1:24",22.57,Motor City Art Classics,7332,Vintage Cars
10304,"2022-06-08","2022-06-17","2022-06-14",Shipped,Auto AssociÃ©s & Cie.,Daniel ,Tonini,Versailles,,"78000",France,77900.00,Gerard,Hernandez,Paris,,France,"75017",EMEA,17,S18_2325,24,102.98,"1932 Model A Ford J-Coupe","1:18",58.48,Autoart Studio Design,9354,Vintage Cars
10305,"2022-06-10","2022-06-19","2022-06-12",Shipped,Marta's Replicas Co.,Marta,Hernandez,Cambridge,MA,"51247",USA,123700.00,Steve,Patterson,Boston,MA,USA,"02107",NA,1,S24_4048,36,118.28,"1992 Porsche Cayenne Turbo Silver","1:24",69.78,Exoto Designs,6582,Classic Cars
10305,"2022-06-10","2022-06-19","2022-06-12",Shipped,Marta's Replicas Co.,Marta,Hernandez,Cambridge,MA,"51247",USA,123700.00,Steve,Patterson,Boston,MA,USA,"02107",NA,2,S24_1444,45,48.55,"1970 Dodge Coronet","1:24",32.37,Highway 66 Mini Classics,4074,Classic Cars
10305,"2022-06-10","2022-06-19","2022-06-12",Shipped,Marta's Replicas Co.,Marta,Hernandez,Cambridge,MA,"51247",USA,123700.00,Steve,Patterson,Boston,MA,USA,"02107",NA,3,S50_1392,42,109.96,Diamond T620 Semi-Skirted Tanker,"1:50",68.29,Highway 66 Mini Classics,1016,Trucks and Buses
10305,"2022-06-10","2022-06-19","2022-06-12",Shipped,Marta's Replicas Co.,Marta,Hernandez,Cambridge,MA,"51247",USA,123700.00,Steve,Patterson,Boston,MA,USA,"02107",NA,4,S18_2238,27,132.62,"1998 Chrysler Plymouth Prowler","1:18",101.51,Gearbox Collectibles,4724,Classic Cars
10305,"2022-06-10","2022-06-19","2022-06-12",Shipped,Marta's Replicas Co.,Marta,Hernandez,Cambridge,MA,"51247",USA,123700.00,Steve,Patterson,Boston,MA,USA,"02107",NA,5,S12_4473,38,107.84,"1957 Chevy Pickup","1:12",55.70,Exoto Designs,6125,Trucks and Buses
10305,"2022-06-10","2022-06-19","2022-06-12",Shipped,Marta's Replicas Co.,Marta,Hernandez,Cambridge,MA,"51247",USA,123700.00,Steve,Patterson,Boston,MA,USA,"02107",NA,6,S24_2840,48,30.76,"1958 Chevy Corvette Limited Edition","1:24",15.91,Carousel DieCast Legends,2542,Classic Cars
10305,"2022-06-10","2022-06-19","2022-06-12",Shipped,Marta's Replicas Co.,Marta,Hernandez,Cambridge,MA,"51247",USA,123700.00,Steve,Patterson,Boston,MA,USA,"02107",NA,7,S32_2509,40,48.70,"1954 Greyhound Scenicruiser","1:32",25.98,Classic Metal Creations,2874,Trucks and Buses
10305,"2022-06-10","2022-06-19","2022-06-12",Shipped,Marta's Replicas Co.,Marta,Hernandez,Cambridge,MA,"51247",USA,123700.00,Steve,Patterson,Boston,MA,USA,"02107",NA,8,S18_2319,36,117.82,"1964 Mercedes Tour Bus","1:18",74.86,Unimax Art Galleries,8258,Trucks and Buses
10305,"2022-06-10","2022-06-19","2022-06-12",Shipped,Marta's Replicas Co.,Marta,Hernandez,Cambridge,MA,"51247",USA,123700.00,Steve,Patterson,Boston,MA,USA,"02107",NA,9,S18_3232,37,160.87,"1992 Ferrari 360 Spider red","1:18",77.90,Unimax Art Galleries,8347,Classic Cars
10305,"2022-06-10","2022-06-19","2022-06-12",Shipped,Marta's Replicas Co.,Marta,Hernandez,Cambridge,MA,"51247",USA,123700.00,Steve,Patterson,Boston,MA,USA,"02107",NA,10,S24_2300,24,107.34,"1962 Volkswagen Microbus","1:24",61.34,Autoart Studio Design,2327,Trucks and Buses
10305,"2022-06-10","2022-06-19","2022-06-12",Shipped,Marta's Replicas Co.,Marta,Hernandez,Cambridge,MA,"51247",USA,123700.00,Steve,Patterson,Boston,MA,USA,"02107",NA,11,S18_2432,41,58.95,"1926 Ford Fire Engine","1:18",24.92,Carousel DieCast Legends,2018,Trucks and Buses
10305,"2022-06-10","2022-06-19","2022-06-12",Shipped,Marta's Replicas Co.,Marta,Hernandez,Cambridge,MA,"51247",USA,123700.00,Steve,Patterson,Boston,MA,USA,"02107",NA,12,S32_1268,28,94.38,"1980â€™s GM Manhattan Express","1:32",53.93,Motor City Art Classics,5099,Trucks and Buses
10305,"2022-06-10","2022-06-19","2022-06-12",Shipped,Marta's Replicas Co.,Marta,Hernandez,Cambridge,MA,"51247",USA,123700.00,Steve,Patterson,Boston,MA,USA,"02107",NA,13,S10_4962,38,130.01,"1962 LanciaA Delta 16V","1:10",103.42,Second Gear Diecast,6791,Classic Cars
10305,"2022-06-10","2022-06-19","2022-06-12",Shipped,Marta's Replicas Co.,Marta,Hernandez,Cambridge,MA,"51247",USA,123700.00,Steve,Patterson,Boston,MA,USA,"02107",NA,14,S18_4600,22,112.60,"1940s Ford truck","1:18",84.76,Motor City Art Classics,3128,Trucks and Buses
10306,"2022-06-11","2022-06-18","2022-06-14",Shipped,"AV Stores, Co.",Rachel,Ashworth,Manchester,,EC2 5NT,UK,136800.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,1,S700_2610,43,62.16,The USS Constitution Ship,"1:700",33.97,Red Start Diecast,7083,Ships
10307,"2022-06-11","2022-06-20","2022-06-17",Shipped,"Classic Gift Ideas, Inc",Francisca,Cervantes,Philadelphia,PA,"71270",USA,81100.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,1,S18_1662,39,135.61,"1980s Black Hawk Helicopter","1:18",77.27,Red Start Diecast,5330,Planes
10307,"2022-06-11","2022-06-20","2022-06-17",Shipped,"Classic Gift Ideas, Inc",Francisca,Cervantes,Philadelphia,PA,"71270",USA,81100.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,2,S24_2841,25,58.23,"1900s Vintage Bi-Plane","1:24",34.25,Autoart Studio Design,5942,Planes
10306,"2022-06-11","2022-06-18","2022-06-14",Shipped,"AV Stores, Co.",Rachel,Ashworth,Manchester,,EC2 5NT,UK,136800.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,2,S24_3151,31,76.12,"1912 Ford Model T Delivery Wagon","1:24",46.91,Min Lin Diecast,9173,Vintage Cars
10306,"2022-06-11","2022-06-18","2022-06-14",Shipped,"AV Stores, Co.",Rachel,Ashworth,Manchester,,EC2 5NT,UK,136800.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,3,S700_1138,50,61.34,The Schooner Bluenose,"1:700",34.00,Autoart Studio Design,1897,Ships
10307,"2022-06-11","2022-06-20","2022-06-17",Shipped,"Classic Gift Ideas, Inc",Francisca,Cervantes,Philadelphia,PA,"71270",USA,81100.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,3,S24_3420,22,64.44,"1937 Horch 930V Limousine","1:24",26.30,Autoart Studio Design,2902,Vintage Cars
10307,"2022-06-11","2022-06-20","2022-06-17",Shipped,"Classic Gift Ideas, Inc",Francisca,Cervantes,Philadelphia,PA,"71270",USA,81100.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,4,S72_1253,34,44.20,Boeing X-32A JSF,"1:72",32.77,Motor City Art Classics,4857,Planes
10306,"2022-06-11","2022-06-18","2022-06-14",Shipped,"AV Stores, Co.",Rachel,Ashworth,Manchester,,EC2 5NT,UK,136800.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,4,S700_3505,32,99.17,The Titanic,"1:700",51.09,Carousel DieCast Legends,1956,Ships
10306,"2022-06-11","2022-06-18","2022-06-14",Shipped,"AV Stores, Co.",Rachel,Ashworth,Manchester,,EC2 5NT,UK,136800.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,5,S700_3962,30,87.39,The Queen Mary,"1:700",53.63,Welly Diecast Productions,5088,Ships
10307,"2022-06-11","2022-06-20","2022-06-17",Shipped,"Classic Gift Ideas, Inc",Francisca,Cervantes,Philadelphia,PA,"71270",USA,81100.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,5,S700_2047,34,81.47,HMS Bounty,"1:700",39.83,Unimax Art Galleries,3501,Ships
10307,"2022-06-11","2022-06-20","2022-06-17",Shipped,"Classic Gift Ideas, Inc",Francisca,Cervantes,Philadelphia,PA,"71270",USA,81100.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,6,S18_3856,48,92.11,"1941 Chevrolet Special Deluxe Cabriolet","1:18",64.58,Exoto Designs,2378,Vintage Cars
10306,"2022-06-11","2022-06-18","2022-06-14",Shipped,"AV Stores, Co.",Rachel,Ashworth,Manchester,,EC2 5NT,UK,136800.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,6,S72_3212,35,48.05,Pont Yacht,"1:72",33.30,Unimax Art Galleries,414,Ships
10306,"2022-06-11","2022-06-18","2022-06-14",Shipped,"AV Stores, Co.",Rachel,Ashworth,Manchester,,EC2 5NT,UK,136800.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,7,S24_2011,29,109.37,"18th century schooner","1:24",82.34,Carousel DieCast Legends,1898,Ships
10307,"2022-06-11","2022-06-20","2022-06-17",Shipped,"Classic Gift Ideas, Inc",Francisca,Cervantes,Philadelphia,PA,"71270",USA,81100.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,7,S18_3029,31,71.40,"1999 Yamaha Speed Boat","1:18",51.61,Min Lin Diecast,4259,Ships
10307,"2022-06-11","2022-06-20","2022-06-17",Shipped,"Classic Gift Ideas, Inc",Francisca,Cervantes,Philadelphia,PA,"71270",USA,81100.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,8,S24_3816,22,75.47,"1940 Ford Delivery Sedan","1:24",48.64,Carousel DieCast Legends,6621,Vintage Cars
10306,"2022-06-11","2022-06-18","2022-06-14",Shipped,"AV Stores, Co.",Rachel,Ashworth,Manchester,,EC2 5NT,UK,136800.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,8,S18_4522,39,85.14,"1904 Buick Runabout","1:18",52.66,Exoto Designs,8290,Vintage Cars
10306,"2022-06-11","2022-06-18","2022-06-14",Shipped,"AV Stores, Co.",Rachel,Ashworth,Manchester,,EC2 5NT,UK,136800.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,9,S18_3140,32,114.74,"1903 Ford Model A","1:18",68.30,Unimax Art Galleries,3913,Vintage Cars
10307,"2022-06-11","2022-06-20","2022-06-17",Shipped,"Classic Gift Ideas, Inc",Francisca,Cervantes,Philadelphia,PA,"71270",USA,81100.00,Julie,Firrelli,Boston,MA,USA,"02107",NA,9,S10_4757,22,118.32,"1972 Alfa Romeo GTA","1:10",85.68,Motor City Art Classics,3252,Classic Cars
10306,"2022-06-11","2022-06-18","2022-06-14",Shipped,"AV Stores, Co.",Rachel,Ashworth,Manchester,,EC2 5NT,UK,136800.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,10,S700_1938,38,73.62,The Mayflower,"1:700",43.30,Studio M Art Models,737,Ships
10306,"2022-06-11","2022-06-18","2022-06-14",Shipped,"AV Stores, Co.",Rachel,Ashworth,Manchester,,EC2 5NT,UK,136800.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,11,S18_3259,40,83.70,Collectable Wooden Train,"1:18",67.56,Carousel DieCast Legends,6450,Trains
10306,"2022-06-11","2022-06-18","2022-06-14",Shipped,"AV Stores, Co.",Rachel,Ashworth,Manchester,,EC2 5NT,UK,136800.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,12,S12_3891,20,145.34,"1969 Ford Falcon","1:12",83.05,Second Gear Diecast,1049,Classic Cars
10306,"2022-06-11","2022-06-18","2022-06-14",Shipped,"AV Stores, Co.",Rachel,Ashworth,Manchester,,EC2 5NT,UK,136800.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,13,S12_1108,31,182.86,"2001 Ferrari Enzo","1:12",95.59,Second Gear Diecast,3619,Classic Cars
10306,"2022-06-11","2022-06-18","2022-06-14",Shipped,"AV Stores, Co.",Rachel,Ashworth,Manchester,,EC2 5NT,UK,136800.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,14,S12_3148,34,145.04,"1969 Corvair Monza","1:18",89.14,Welly Diecast Productions,6906,Classic Cars
10306,"2022-06-11","2022-06-18","2022-06-14",Shipped,"AV Stores, Co.",Rachel,Ashworth,Manchester,,EC2 5NT,UK,136800.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,15,S50_1514,34,51.55,"1962 City of Detroit Streetcar","1:50",37.49,Classic Metal Creations,1645,Trains
10306,"2022-06-11","2022-06-18","2022-06-14",Shipped,"AV Stores, Co.",Rachel,Ashworth,Manchester,,EC2 5NT,UK,136800.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,16,S18_4027,23,126.39,"1970 Triumph Spitfire","1:18",91.92,Min Lin Diecast,5545,Classic Cars
10306,"2022-06-11","2022-06-18","2022-06-14",Shipped,"AV Stores, Co.",Rachel,Ashworth,Manchester,,EC2 5NT,UK,136800.00,Larry,Bott,London,,UK,EC2N 1HN,EMEA,17,S32_3207,46,60.28,"1950's Chicago Surface Lines Streetcar","1:32",26.72,Gearbox Collectibles,8601,Trains
10308,"2022-06-12","2022-06-21","2022-06-17",Shipped,Mini Classics,Steve,Frick,White Plains,NY,"24067",USA,102700.00,George,Vanauf,NYC,NY,USA,"10022",NA,1,S10_4698,20,187.85,"2003 Harley-Davidson Eagle Drag Bike","1:10",91.02,Red Start Diecast,5582,Motorcycles
10309,"2022-06-12","2022-06-21","2022-06-15",Shipped,Baane Mini Imports,Jonas ,Bergulfsen,Stavern,,"4110",Norway,81700.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,1,S50_4713,28,74.04,"2002 Yamaha YZR M1","1:50",34.17,Autoart Studio Design,600,Motorcycles
10309,"2022-06-12","2022-06-21","2022-06-15",Shipped,Baane Mini Imports,Jonas ,Bergulfsen,Stavern,,"4110",Norway,81700.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,2,S24_2360,24,59.56,"1982 Ducati 900 Monster","1:24",47.10,Highway 66 Mini Classics,6840,Motorcycles
10308,"2022-06-12","2022-06-21","2022-06-17",Shipped,Mini Classics,Steve,Frick,White Plains,NY,"24067",USA,102700.00,George,Vanauf,NYC,NY,USA,"10022",NA,2,S10_2016,34,115.37,"1996 Moto Guzzi 1100i","1:10",68.99,Highway 66 Mini Classics,6625,Motorcycles
10308,"2022-06-12","2022-06-21","2022-06-17",Shipped,Mini Classics,Steve,Frick,White Plains,NY,"24067",USA,102700.00,George,Vanauf,NYC,NY,USA,"10022",NA,3,S18_2625,34,48.46,"1936 Harley Davidson El Knucklehead","1:18",24.23,Welly Diecast Productions,4357,Motorcycles
10309,"2022-06-12","2022-06-21","2022-06-15",Shipped,Baane Mini Imports,Jonas ,Bergulfsen,Stavern,,"4110",Norway,81700.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,3,S32_4485,50,93.89,"1974 Ducati 350 Mk3 Desmo","1:32",56.13,Second Gear Diecast,3341,Motorcycles
10309,"2022-06-12","2022-06-21","2022-06-15",Shipped,Baane Mini Imports,Jonas ,Bergulfsen,Stavern,,"4110",Norway,81700.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,4,S12_2823,26,144.60,"2002 Suzuki XREO","1:12",66.27,Unimax Art Galleries,9997,Motorcycles
10308,"2022-06-12","2022-06-21","2022-06-17",Shipped,Mini Classics,Steve,Frick,White Plains,NY,"24067",USA,102700.00,George,Vanauf,NYC,NY,USA,"10022",NA,4,S24_2000,47,68.55,"1960 BSA Gold Star DBD34","1:24",37.32,Highway 66 Mini Classics,15,Motorcycles
10308,"2022-06-12","2022-06-21","2022-06-17",Shipped,Mini Classics,Steve,Frick,White Plains,NY,"24067",USA,102700.00,George,Vanauf,NYC,NY,USA,"10022",NA,5,S32_1374,24,99.89,"1997 BMW F650 ST","1:32",66.92,Exoto Designs,178,Motorcycles
10309,"2022-06-12","2022-06-21","2022-06-15",Shipped,Baane Mini Imports,Jonas ,Bergulfsen,Stavern,,"4110",Norway,81700.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,5,S10_1678,41,94.74,"1969 Harley Davidson Ultimate Chopper","1:10",48.81,Min Lin Diecast,7933,Motorcycles
10309,"2022-06-12","2022-06-21","2022-06-15",Shipped,Baane Mini Imports,Jonas ,Bergulfsen,Stavern,,"4110",Norway,81700.00,Barry,Jones,London,,UK,EC2N 1HN,EMEA,6,S24_1578,21,96.92,"1997 BMW R 1100 S","1:24",60.86,Autoart Studio Design,7003,Motorcycles
10308,"2022-06-12","2022-06-21","2022-06-17",Shipped,Mini Classics,Steve,Frick,White Plains,NY,"24067",USA,102700.00,George,Vanauf,NYC,NY,USA,"10022",NA,6,S700_2834,31,100.85,ATA: B757-300,"1:700",59.33,Highway 66 Mini Classics,7106,Planes
10308,"2022-06-12","2022-06-21","2022-06-17",Shipped,Mini Classics,Steve,Frick,White Plains,NY,"24067",USA,102700.00,George,Vanauf,NYC,NY,USA,"10022",NA,7,S18_2581,27,81.95,P-51-D Mustang,"1:72",49.00,Gearbox Collectibles,992,Planes
10308,"2022-06-12","2022-06-21","2022-06-17",Shipped,Mini Classics,Steve,Frick,White Plains,NY,"24067",USA,102700.00,George,Vanauf,NYC,NY,USA,"10022",NA,8,S24_4278,44,71.73,"1900s Vintage Tri-Plane","1:24",36.23,Unimax Art Galleries,2756,Planes
10308,"2022-06-12","2022-06-21","2022-06-17",Shipped,Mini Classics,Steve,Frick,White Plains,NY,"24067",USA,102700.00,George,Vanauf,NYC,NY,USA,"10022",NA,9,S24_1785,31,99.57,"1928 British Royal Navy Airplane","1:24",66.74,Classic Metal Creations,3627,Planes
10308,"2022-06-12","2022-06-21","2022-06-17",Shipped,Mini Classics,Steve,Frick,White Plains,NY,"24067",USA,102700.00,George,Vanauf,NYC,NY,USA,"10022",NA,10,S32_4289,46,61.22,"1928 Ford Phaeton Deluxe","1:32",33.02,Highway 66 Mini Classics,136,Vintage Cars
10308,"2022-06-12","2022-06-21","2022-06-17",Shipped,Mini Classics,Steve,Frick,White Plains,NY,"24067",USA,102700.00,George,Vanauf,NYC,NY,USA,"10022",NA,11,S50_1341,47,37.09,"1930 Buick Marquette Phaeton","1:50",27.06,Studio M Art Models,7062,Vintage Cars
10308,"2022-06-12","2022-06-21","2022-06-17",Shipped,Mini Classics,Steve,Frick,White Plains,NY,"24067",USA,102700.00,George,Vanauf,NYC,NY,USA,"10022",NA,12,S700_1691,21,73.07,American Airlines: B767-300,"1:700",51.15,Min Lin Diecast,5841,Planes
10308,"2022-06-12","2022-06-21","2022-06-17",Shipped,Mini Classics,Steve,Frick,White Plains,NY,"24067",USA,102700.00,George,Vanauf,NYC,NY,USA,"10022",NA,13,S700_3167,21,79.20,F/A 18 Hornet 1/72,"1:72",54.40,Motor City Art Classics,551,Planes
10308,"2022-06-12","2022-06-21","2022-06-17",Shipped,Mini Classics,Steve,Frick,White Plains,NY,"24067",USA,102700.00,George,Vanauf,NYC,NY,USA,"10022",NA,14,S700_2466,35,88.75,America West Airlines B757-200,"1:700",68.80,Motor City Art Classics,9653,Planes
10308,"2022-06-12","2022-06-21","2022-06-17",Shipped,Mini Classics,Steve,Frick,White Plains,NY,"24067",USA,102700.00,George,Vanauf,NYC,NY,USA,"10022",NA,15,S700_4002,39,62.93,American Airlines: MD-11S,"1:700",36.27,Second Gear Diecast,8820,Planes
10308,"2022-06-12","2022-06-21","2022-06-17",Shipped,Mini Classics,Steve,Frick,White Plains,NY,"24067",USA,102700.00,George,Vanauf,NYC,NY,USA,"10022",NA,16,S24_3949,43,58.00,Corsair F4U ( Bird Cage),"1:24",29.34,Second Gear Diecast,6812,Planes
